ID	LID	DOCULECT	CONCEPT	VALUE	COGID
1945	Allen2007-1945	Jianchuan	cut,reap	sɛ⁴⁴	1350
1946	Allen2007-1946	Eryuan	cut,reap	ʂɛ⁴⁴	1350
1947	Allen2007-1947	Heqing	cut,reap	sʰɛ⁴⁴	1350
1948	Allen2007-1948	Lanping	cut,reap	sɛ⁴⁴	1350
1949	Allen2007-1949	Qiliqiao	cut,reap	sɛ⁴⁴	1350
1950	Allen2007-1950	Yunlong	cut,reap	sɛ⁴⁴	1350
1951	Allen2007-1951	Xiangyun	cut,reap	sɛ⁴⁴	1350
1952	Allen2007-1952	Luobenzhuo	cut,reap	ɕa⁵⁵	1350
1953	Allen2007-1953	Zhoucheng	cut,reap	sɛ⁴⁴	1350
1387	Allen2007-1387	Jianchuan	dance	ta⁴²ko³³	79
1388	Allen2007-1388	Eryuan	dance	tʰiɔ⁵⁵vɤ³¹	80
1389	Allen2007-1389	Heqing	dance	ta⁴²kɔu³³	79
1390	Allen2007-1390	Lanping	dance	ta⁴²ko⁴⁴	79
1391	Allen2007-1391	Qiliqiao	dance	tʰiɔ⁵⁵vɤ³¹	80
1392	Allen2007-1392	Yunlong	dance	tʰiɔ⁵⁵vɤ³¹	80
1393	Allen2007-1393	Xiangyun	dance	ta⁴²kɔu³³	79
1394	Allen2007-1394	Luobenzhuo	dance	ta⁴⁴kɔ³³	79
1395	Allen2007-1395	Zhoucheng	dance	tɕʰɔ⁵⁵vɤ³¹	80
3061	Allen2007-3061	Jianchuan	dark	miɛ⁴²/ã⁴⁴	9
3062	Allen2007-3062	Eryuan	dark	miɛ⁴²/xɯ⁴⁴	9
3063	Allen2007-3063	Heqing	dark	miɛ⁴²	9
3064	Allen2007-3064	Lanping	dark	miɛ⁴²	9
3065	Allen2007-3065	Qiliqiao	dark	miɛ³²/xɯ⁴⁴	9
3066	Allen2007-3066	Yunlong	dark	xɯ⁴⁴	17
3067	Allen2007-3067	Xiangyun	dark	xou⁴⁴	17
3068	Allen2007-3068	Luobenzhuo	dark	mɯ̃⁴⁴	9
3069	Allen2007-3069	Zhoucheng	dark	miɛ⁴²/xɯ⁴⁴	9
4507	0	Jianchuan	dark	miɛ⁴²/ã⁴⁴	1089
4508	0	Qiliqiao	dark	miɛ³²/xɯ⁴⁴	17
4509	0	Zhoucheng	dark	miɛ⁴²/xɯ⁴⁴	17
4510	0	Eryuan	dark	miɛ⁴²/xɯ⁴⁴	17
667	Allen2007-667	Jianchuan	daughter	jɤ̃³³	26
668	Allen2007-668	Eryuan	daughter	ɲɤ³³	26
669	Allen2007-669	Heqing	daughter	jɔ̃³³	26
670	Allen2007-670	Qiliqiao	daughter	nɤ³³	26
671	Allen2007-671	Yunlong	daughter	ɲɤ³³	26
672	Allen2007-672	Xiangyun	daughter	nɛ̃³³	26
673	Allen2007-673	Luobenzhuo	daughter	ɲʊ̃³³	26
674	Allen2007-674	Lanping	daughter		1
675	Allen2007-675	Zhoucheng	daughter	ɲɤ³³	26
2701	Allen2007-2701	Jianchuan	day	jĩ⁴⁴/ɕɛ⁴⁴	39
2702	Allen2007-2702	Eryuan	day	ɲi⁴⁴	39
2703	Allen2007-2703	Heqing	day	jĩ⁴⁴	39
2704	Allen2007-2704	Lanping	day	jĩ⁴⁴	39
2705	Allen2007-2705	Qiliqiao	day	ɲi⁴⁴	39
2706	Allen2007-2706	Yunlong	day	ɕɛ⁴⁴	49
2707	Allen2007-2707	Xiangyun	day	ni⁴⁴	39
2708	Allen2007-2708	Luobenzhuo	day	ɲi³³	39
2709	Allen2007-2709	Zhoucheng	day	ɲi⁴⁴	39
4511	0	Jianchuan	day	jĩ⁴⁴/ɕɛ⁴⁴	49
3205	Allen2007-3205	Jianchuan	day after tomorrow	tsɿ³³jĩ⁴⁴	1041
3206	Allen2007-3206	Eryuan	day after tomorrow	a³¹tsɿ³³ɲi⁴⁴	1043
3207	Allen2007-3207	Heqing	day after tomorrow	tsɿ³³jĩ⁴⁴	1041
3208	Allen2007-3208	Lanping	day after tomorrow	(a³³)tsɯ̃³³jĩ⁴⁴	1043
3209	Allen2007-3209	Qiliqiao	day after tomorrow	a³¹tsɿ⁴²ɲi⁴⁴	1043
3210	Allen2007-3210	Yunlong	day after tomorrow	a³¹tsɿ³³ɕɛ⁴⁴	1044
3211	Allen2007-3211	Xiangyun	day after tomorrow	tsɛ²¹ni⁴⁴	1041
3212	Allen2007-3212	Luobenzhuo	day after tomorrow	a³³dʐʅ³³ɲi³³	1043
3213	Allen2007-3213	Zhoucheng	day after tomorrow	a³¹tsɿ³³ɲi⁴⁴	1042
3007	Allen2007-3007	Jianchuan	day before yesterday	tsõ³³jĩ⁴⁴	1034
3008	Allen2007-3008	Eryuan	day before yesterday	tsɔ³³ɲi⁴⁴	1034
3009	Allen2007-3009	Heqing	day before yesterday	tsɔ³³jĩ⁴⁴	1034
3010	Allen2007-3010	Lanping	day before yesterday	tsõ³³jĩ⁴⁴	1034
3011	Allen2007-3011	Qiliqiao	day before yesterday	tɯ²¹ɲi⁴⁴	1034
3012	Allen2007-3012	Yunlong	day before yesterday	dzɔ³³ɕɛ⁴⁴	1036
3013	Allen2007-3013	Xiangyun	day before yesterday	zã³³pu²¹ni⁴⁴	1264
3014	Allen2007-3014	Luobenzhuo	day before yesterday	zɔ̃³³ɲi³³	1263
3015	Allen2007-3015	Zhoucheng	day before yesterday	tɔ³¹se⁴⁴ɲi⁴⁴	1035
2449	Allen2007-2449	Jianchuan	deceive,cheat	pʰĩ⁴⁴	248
2450	Allen2007-2450	Eryuan	deceive,cheat	tɕy³¹	249
2451	Allen2007-2451	Heqing	deceive,cheat	tu⁵⁵	249
2452	Allen2007-2452	Lanping	deceive,cheat	le⁵⁵	250
2453	Allen2007-2453	Qiliqiao	deceive,cheat	pʰi⁵⁵	248
2454	Allen2007-2454	Yunlong	deceive,cheat	tɕo³¹	249
2455	Allen2007-2455	Xiangyun	deceive,cheat	pĩ⁵⁵	248
2456	Allen2007-2456	Luobenzhuo	deceive,cheat	lo⁵⁵	250
2457	Allen2007-2457	Zhoucheng	deceive,cheat	sua⁴²	555
1459	Allen2007-1459	Jianchuan	deity,spirit	sɛ̃³¹	99
1460	Allen2007-1460	Eryuan	deity,spirit	zɿ²¹	99
1461	Allen2007-1461	Heqing	deity,spirit	zɛ̃²¹	99
1462	Allen2007-1462	Lanping	deity,spirit	ʐɛ̃³¹	99
1463	Allen2007-1463	Qiliqiao	deity,spirit	sɿ²¹	99
1464	Allen2007-1464	Yunlong	deity,spirit	se³⁵	99
1465	Allen2007-1465	Xiangyun	deity,spirit	sɯ̃⁴²	99
1466	Allen2007-1466	Luobenzhuo	deity,spirit	ʂæ̃⁵⁵ɲɛ³¹	98
1467	Allen2007-1467	Zhoucheng	deity,spirit	zɿ³¹	99
2818	Allen2007-2818	Jianchuan	die	ɕi³³	58
2819	Allen2007-2819	Eryuan	die	ɕi³³	58
2820	Allen2007-2820	Heqing	die	ɕi³³	58
2821	Allen2007-2821	Lanping	die	ɕi⁴⁴	58
2822	Allen2007-2822	Qiliqiao	die	ɕi³³	58
2823	Allen2007-2823	Yunlong	die	ɕi³³	58
2824	Allen2007-2824	Xiangyun	die	ɕi³³	58
2825	Allen2007-2825	Luobenzhuo	die	si⁴⁴	58
2826	Allen2007-2826	Zhoucheng	die	ɕi³³	58
3331	Allen2007-3331	Jianchuan	difficult	na²¹	385
3332	Allen2007-3332	Eryuan	difficult	na³¹	385
3333	Allen2007-3333	Heqing	difficult	na²¹	385
3334	Allen2007-3334	Lanping	difficult	na²¹	385
3335	Allen2007-3335	Qiliqiao	difficult	na²¹	385
3336	Allen2007-3336	Yunlong	difficult	na³¹	385
3337	Allen2007-3337	Xiangyun	difficult	na³¹	385
3338	Allen2007-3338	Luobenzhuo	difficult	ɲɛ³³	385
3339	Allen2007-3339	Zhoucheng	difficult	na³¹	385
3466	Allen2007-3466	Jianchuan	diligent	tɕʰɯ̃⁴²kʰuɛ⁵⁵/tɕy²¹	394
3467	Allen2007-3467	Eryuan	diligent	kʰu²¹tɕʰye³¹	397
3468	Allen2007-3468	Heqing	diligent	tɕʰɯ̃⁵⁵li⁵⁵	395
3469	Allen2007-3469	Lanping	diligent	la⁴⁴lɛ³¹	398
3470	Allen2007-3470	Qiliqiao	diligent	vɤ³⁵li³¹/ʰɯ⁵⁵tɕɯ³¹	399
3471	Allen2007-3471	Yunlong	diligent	tɕʰɯ³¹kʰuɛ⁵⁵	394
3472	Allen2007-3472	Xiangyun	diligent	pa⁴⁴tɕa⁴⁴	400
3473	Allen2007-3473	Luobenzhuo	diligent	ŋa⁴⁴	402
3474	Allen2007-3474	Zhoucheng	diligent	tɕʰɯ⁴²	396
4512	0	Jianchuan	diligent		396
4513	0	Qiliqiao	diligent		556
973	Allen2007-973	Jianchuan	dinner (evening meal)	pẽ³³	1353
974	Allen2007-974	Eryuan	dinner (evening meal)	pe³³	1353
975	Allen2007-975	Heqing	dinner (evening meal)	pẽ³³	1353
976	Allen2007-976	Lanping	dinner (evening meal)	(jɯ⁴⁴)pẽ⁴²	1354
977	Allen2007-977	Qiliqiao	dinner (evening meal)	pe³³	1353
978	Allen2007-978	Yunlong	dinner (evening meal)	pe³³	1353
979	Allen2007-979	Xiangyun	dinner (evening meal)	pe³³	1353
980	Allen2007-980	Luobenzhuo	dinner (evening meal)	ɲi⁵⁵wu⁴²bɛ̃³³	1355
981	Allen2007-981	Zhoucheng	dinner (evening meal)	pe³³	1353
1909	Allen2007-1909	Jianchuan	do (work)	tsu⁵⁵	153
1910	Allen2007-1910	Eryuan	do (work)	tsɯ⁵⁵	153
1911	Allen2007-1911	Heqing	do (work)	tsɿ⁵⁵	153
1912	Allen2007-1912	Lanping	do (work)	tsu⁵⁵	153
1913	Allen2007-1913	Qiliqiao	do (work)	tsɿ⁵⁵	153
1914	Allen2007-1914	Yunlong	do (work)	tsɿ⁵⁵	153
1915	Allen2007-1915	Xiangyun	do (work)	tsɿ⁵⁵	153
1916	Allen2007-1916	Luobenzhuo	do (work)	tsɤ³³ɕɔ³¹	152
1917	Allen2007-1917	Zhoucheng	do (work)	tsɿ⁵⁵	153
4006	Allen2007-4006	Jianchuan	dog	kʰũã³³	66
4007	Allen2007-4007	Eryuan	dog	kʰɔ³³	66
4008	Allen2007-4008	Heqing	dog	kʰũã³³	66
4009	Allen2007-4009	Lanping	dog	kʰũã⁴⁴	66
4010	Allen2007-4010	Qiliqiao	dog	kʰua³³	66
4011	Allen2007-4011	Yunlong	dog	kʰua³³	66
4012	Allen2007-4012	Xiangyun	dog	kʰũã³³	66
4013	Allen2007-4013	Luobenzhuo	dog	qʰõ³³	66
4014	Allen2007-4014	Zhoucheng	dog	kʰua³³	66
757	Allen2007-757	Jianchuan	door (cattle)	me²¹	77
758	Allen2007-758	Eryuan	door (cattle)	me²¹	77
759	Allen2007-759	Heqing	door (cattle)	me²¹	77
760	Allen2007-760	Lanping	door (cattle)	mẽ²¹sẽ²¹	67
761	Allen2007-761	Qiliqiao	door (cattle)	me²¹	77
762	Allen2007-762	Yunlong	door (cattle)	mɛ²¹	77
763	Allen2007-763	Xiangyun	door (cattle)	me²¹	77
764	Allen2007-764	Luobenzhuo	door (cattle)	mæ²¹	77
765	Allen2007-765	Zhoucheng	door (cattle)	me²¹	77
2683	Allen2007-2683	Jianchuan	down (mountain)	tʰɯ⁵⁵	297
2684	Allen2007-2684	Eryuan	down (mountain)	tʰɯ⁵⁵	297
2685	Allen2007-2685	Heqing	down (mountain)	tʰɯ⁵⁵	297
2686	Allen2007-2686	Lanping	down (mountain)	tʰiɯ³³	297
2687	Allen2007-2687	Qiliqiao	down (mountain)	ke³¹tʰɯ⁵⁵	298
2688	Allen2007-2688	Yunlong	down (mountain)	tʰɯ⁵⁵	297
2689	Allen2007-2689	Xiangyun	down (mountain)	tʰɯ⁵⁵	297
2690	Allen2007-2690	Luobenzhuo	down (mountain)	tʰɯ⁵⁵	297
2691	Allen2007-2691	Zhoucheng	down (mountain)	pe⁴⁴tʰɯ⁵⁵	557
4042	Allen2007-4042	Jianchuan	dragon	nɤ²¹	91
4043	Allen2007-4043	Eryuan	dragon	nɤ²¹	91
4044	Allen2007-4044	Heqing	dragon	nu²¹	91
4045	Allen2007-4045	Lanping	dragon	nɔ²¹	91
4046	Allen2007-4046	Qiliqiao	dragon	nɤ²¹	91
4047	Allen2007-4047	Yunlong	dragon	nɤ²¹	91
4048	Allen2007-4048	Xiangyun	dragon	nɤ̃²¹	91
4049	Allen2007-4049	Luobenzhuo	dragon	lu³¹	102
4050	Allen2007-4050	Zhoucheng	dragon	lɤ²¹	102
1621	Allen2007-1621	Jianchuan	drink	ɯ̃³³	113
1622	Allen2007-1622	Eryuan	drink	ɯ³³	113
1623	Allen2007-1623	Heqing	drink	ɯ³³	113
1624	Allen2007-1624	Lanping	drink	ɯ̃⁴⁴	113
1625	Allen2007-1625	Qiliqiao	drink	ɯ³³	113
1626	Allen2007-1626	Yunlong	drink	ʔɯ³³	113
1627	Allen2007-1627	Xiangyun	drink	ẽ³³	113
1628	Allen2007-1628	Luobenzhuo	drink	ɯ̃³³	113
1629	Allen2007-1629	Zhoucheng	drink	ɣɯ³³	113
2719	Allen2007-2719	Jianchuan	drop,fall	tua⁴²	309
2720	Allen2007-2720	Eryuan	drop,fall	tua⁴²	309
2721	Allen2007-2721	Heqing	drop,fall	tua⁴²	309
2722	Allen2007-2722	Lanping	drop,fall	tua⁴²	309
2723	Allen2007-2723	Qiliqiao	drop,fall	lua⁴²	312
2724	Allen2007-2724	Yunlong	drop,fall	lua⁴²	312
2725	Allen2007-2725	Xiangyun	drop,fall	tua⁴²	309
2726	Allen2007-2726	Luobenzhuo	drop,fall	tua⁴²	309
2727	Allen2007-2727	Zhoucheng	drop,fall	tua⁴²	309
3196	Allen2007-3196	Jianchuan	dry	kã⁵⁵	124
3197	Allen2007-3197	Eryuan	dry	ka³⁵	124
3198	Allen2007-3198	Heqing	dry	kã⁵⁵	124
3199	Allen2007-3199	Lanping	dry	kã⁵⁵	124
3200	Allen2007-3200	Qiliqiao	dry	ka³⁵	124
3201	Allen2007-3201	Yunlong	dry	ka³⁵	124
3202	Allen2007-3202	Xiangyun	dry	kã³⁵	124
3203	Allen2007-3203	Luobenzhuo	dry	qã⁵⁵	124
3204	Allen2007-3204	Zhoucheng	dry	ka³⁵	124
2197	Allen2007-2197	Jianchuan	dry (sthg) in sun	xou³¹	183
2198	Allen2007-2198	Eryuan	dry (sthg) in sun	xɔ³¹	183
2199	Allen2007-2199	Heqing	dry (sthg) in sun	xʰɔu³¹	183
2200	Allen2007-2200	Lanping	dry (sthg) in sun	xɔ³¹	183
2201	Allen2007-2201	Qiliqiao	dry (sthg) in sun	xɔ²¹	183
2202	Allen2007-2202	Yunlong	dry (sthg) in sun	xɔ³¹	183
2203	Allen2007-2203	Xiangyun	dry (sthg) in sun	xɔ⁴²	183
2204	Allen2007-2204	Luobenzhuo	dry (sthg) in sun	xao⁴²	183
2205	Allen2007-2205	Zhoucheng	dry (sthg) in sun	xɔ³¹	183
1144	Allen2007-1144	Jianchuan	dustpan	po³³po³³tɕi⁵⁵	5
1145	Allen2007-1145	Eryuan	dustpan	kʲi³⁵ʂe⁴²	8
1146	Allen2007-1146	Heqing	dustpan	pɔu³³pɔu³³sẽ⁴²	6
1147	Allen2007-1147	Lanping	dustpan	tɕi⁵⁵sɛ̃⁴²	8
1148	Allen2007-1148	Qiliqiao	dustpan	po³³mɯ³³tɕi³⁵	7
1149	Allen2007-1149	Yunlong	dustpan	tɕi³⁵sɛ⁴²	8
1150	Allen2007-1150	Xiangyun	dustpan	po³³me³³tɕi³⁵	7
1151	Allen2007-1151	Luobenzhuo	dustpan	pɔ³³mɔ³³tɕĩ⁵⁵	7
1152	Allen2007-1152	Zhoucheng	dustpan	pɔ³³mɔ³³tɕi³⁵	7
4132	Allen2007-4132	Jianchuan	eagle	wa⁴²	1083
4133	Allen2007-4133	Eryuan	eagle	wa⁴²	1083
4134	Allen2007-4134	Heqing	eagle	wa⁴²	1083
4135	Allen2007-4135	Lanping	eagle	wa⁴²	1083
4136	Allen2007-4136	Qiliqiao	eagle	wa⁴²	1083
4137	Allen2007-4137	Yunlong	eagle	lao³¹wa⁴⁴	1084
4138	Allen2007-4138	Xiangyun	eagle	wa⁴²	1083
4139	Allen2007-4139	Luobenzhuo	eagle	wa⁴²	1083
4140	Allen2007-4140	Zhoucheng	eagle	wa⁴²	1083
298	Allen2007-298	Jianchuan	ear	jĩ³³tɯ²¹kũã⁵⁵	1211
299	Allen2007-299	Eryuan	ear	ɲɤ³³pi²¹	1214
300	Allen2007-300	Heqing	ear	ɲi⁴⁴tõ⁴²	1212
301	Allen2007-301	Lanping	ear	jɛ̃³³tiɯ³¹kũã⁵⁵	1211
302	Allen2007-302	Qiliqiao	ear	nɤ³³tɔ⁴⁴	1212
303	Allen2007-303	Yunlong	ear	ɲɤ³³tɯ³¹	1212
304	Allen2007-304	Xiangyun	ear	jɔ³³pi³¹tsɿ³³	1213
305	Allen2007-305	Luobenzhuo	ear	ʔẽ⁴⁴tɕỹ³¹	1215
306	Allen2007-306	Zhoucheng	ear	ɲɤ³³to³²	1212
3277	Allen2007-3277	Jianchuan	early	tsʰu³³	135
3278	Allen2007-3278	Eryuan	early	tsɔ³³	135
3279	Allen2007-3279	Heqing	early	tsu³³	135
3280	Allen2007-3280	Lanping	early	tsu³³	135
3281	Allen2007-3281	Qiliqiao	early	ʧu³³	135
3282	Allen2007-3282	Yunlong	early	tsu³³	135
3283	Allen2007-3283	Xiangyun	early	zu³³	558
3284	Allen2007-3284	Luobenzhuo	early	tɕy³³	135
3285	Allen2007-3285	Zhoucheng	early	tsu³³	135
829	Allen2007-829	Jianchuan	earring	jĩ³³kõ²¹	139
830	Allen2007-830	Eryuan	earring	ɲɤ³³kɤ³¹tsa²¹	136
831	Allen2007-831	Heqing	earring	jĩ³³kɔ̃ũ⁴²	139
832	Allen2007-832	Lanping	earring	jɛ̃⁴⁴kɔ̃³¹tɕĩ⁴⁴	138
833	Allen2007-833	Qiliqiao	earring	nɤ³³kɤ²¹kua⁴⁴	137
834	Allen2007-834	Yunlong	earring	ɲɤ³³kɤ³¹	139
835	Allen2007-835	Xiangyun	earring	jɔ³³pi³¹kou⁵⁵lou⁵⁵	140
836	Allen2007-836	Luobenzhuo	earring	ʔẽ⁵⁵qɔ²¹	139
837	Allen2007-837	Zhoucheng	earring	ɲɤ³³ku²¹tsa²¹	136
1009	Allen2007-1009	Jianchuan	earth	tɕi³¹pɛ²¹	201
1010	Allen2007-1010	Eryuan	earth	tɕi³¹	211
1011	Allen2007-1011	Heqing	earth	tɕi³¹pɛ²¹	201
1012	Allen2007-1012	Lanping	earth	tɕi³¹	211
1013	Allen2007-1013	Qiliqiao	earth	tɕi³¹pɛ²¹	201
1014	Allen2007-1014	Yunlong	earth	tɕi³¹	211
1015	Allen2007-1015	Xiangyun	earth	ji³¹pɛ²¹	221
1016	Allen2007-1016	Luobenzhuo	earth	tɕĩ⁴⁴pa⁴²	201
1017	Allen2007-1017	Zhoucheng	earth	tɕi³¹	211
4321	Allen2007-4321	Jianchuan	earthworm	tɕi²¹tɕɛ⁵⁵tsɤ²¹	233
4322	Allen2007-4322	Eryuan	earthworm	kʲi³¹kɛ³⁵tʂɤ²¹	233
4323	Allen2007-4323	Heqing	earthworm	xua⁵⁵tʰu³³tsũɔ̃²¹	260
4324	Allen2007-4324	Lanping	earthworm	ku⁵⁵lu⁵⁵tsu²¹	287
4325	Allen2007-4325	Qiliqiao	earthworm	pi²¹tɕa³⁵tsɤ²¹	310
4326	Allen2007-4326	Yunlong	earthworm	tɕi³¹kɛ³⁵tɕao²¹	233
4327	Allen2007-4327	Xiangyun	earthworm	ɕi³³li³³kʲɛ³⁵tɕɛ̃²¹	329
4328	Allen2007-4328	Luobenzhuo	earthworm	qɔ⁵⁵tɕɤ³¹	288
4329	Allen2007-4329	Zhoucheng	earthworm	pi³¹tɕa³⁵tsɤ̃²¹	311
3322	Allen2007-3322	Jianchuan	easy	ɣou⁴²sɛ³¹	355
3323	Allen2007-3323	Eryuan	easy	u⁴²	364
3324	Allen2007-3324	Heqing	easy	ɣɔu⁴²	364
3325	Allen2007-3325	Lanping	easy	wu³¹	364
3326	Allen2007-3326	Qiliqiao	easy	ɔ⁴²	364
3327	Allen2007-3327	Yunlong	easy	jo³³ji³¹	374
3328	Allen2007-3328	Xiangyun	easy	wɔ⁴²	364
3329	Allen2007-3329	Luobenzhuo	easy	wu³³	364
3330	Allen2007-3330	Zhoucheng	easy	ɔ⁴²	364
1612	Allen2007-1612	Jianchuan	eat	jɯ⁴⁴	401
1613	Allen2007-1613	Eryuan	eat	jɯ⁴⁴	401
1614	Allen2007-1614	Heqing	eat	jɯ⁴⁴	401
1615	Allen2007-1615	Lanping	eat	jɯ⁴⁴	401
1616	Allen2007-1616	Qiliqiao	eat	ɣɯ³³	401
1617	Allen2007-1617	Yunlong	eat	jɯ⁴⁴	401
1618	Allen2007-1618	Xiangyun	eat	jou⁴⁴	401
1619	Allen2007-1619	Luobenzhuo	eat	ji⁴⁴	401
1620	Allen2007-1620	Zhoucheng	eat	jɯ⁴⁴	401
4348	Allen2007-4348	Jianchuan	egg	se⁴²	409
4349	Allen2007-4349	Eryuan	egg	se⁴²	409
4350	Allen2007-4350	Heqing	egg	sẽ⁴²	409
4351	Allen2007-4351	Lanping	egg	sɛ̃⁴²	409
4352	Allen2007-4352	Qiliqiao	egg	se³²	409
4353	Allen2007-4353	Yunlong	egg	sɛ⁴²	409
4354	Allen2007-4354	Xiangyun	egg	sẽ⁴²	409
4355	Allen2007-4355	Luobenzhuo	egg	sæ̃⁴²	409
4356	Allen2007-4356	Zhoucheng	egg	se³²	409
3574	Allen2007-3574	Jianchuan	eight	pia⁴⁴	418
3575	Allen2007-3575	Eryuan	eight	pia⁴⁴	418
3576	Allen2007-3576	Heqing	eight	pia⁴⁴	418
3577	Allen2007-3577	Lanping	eight	pia⁴⁴	418
3578	Allen2007-3578	Qiliqiao	eight	pia⁴⁴	418
3579	Allen2007-3579	Yunlong	eight	pia⁴⁴	418
3580	Allen2007-3580	Xiangyun	eight	pia⁴⁴	418
3581	Allen2007-3581	Luobenzhuo	eight	ʧua⁴⁴	418
3582	Allen2007-3582	Zhoucheng	eight	pia⁴⁴	418
3295	Allen2007-3295	Jianchuan	expensive	kɛ⁴²tou⁴²	381
3296	Allen2007-3296	Eryuan	expensive	kʲi⁴²tɔ³¹	381
3297	Allen2007-3297	Heqing	expensive	kɛ⁴²tɔu⁴²	381
3298	Allen2007-3298	Lanping	expensive	kɛ³³to³¹	381
3299	Allen2007-3299	Qiliqiao	expensive	kiɛ⁴⁴tɔ³¹	381
3300	Allen2007-3300	Yunlong	expensive	kɛ⁴²tɔ³¹	381
3301	Allen2007-3301	Xiangyun	expensive	kʲi⁴²tɕʰĩ⁵⁵	382
3302	Allen2007-3302	Luobenzhuo	expensive	qa⁵⁵ʈɔ³¹	381
3303	Allen2007-3303	Zhoucheng	expensive	kɛ⁴²tɔ³¹	381
280	Allen2007-280	Jianchuan	eye	wẽ³³	429
281	Allen2007-281	Eryuan	eye	ŋue³³	429
282	Allen2007-282	Heqing	eye	wẽ³³	429
283	Allen2007-283	Lanping	eye	wẽ⁴⁴	429
284	Allen2007-284	Qiliqiao	eye	we³³	429
285	Allen2007-285	Yunlong	eye	ŋue³³	429
286	Allen2007-286	Xiangyun	eye	wẽ³³	429
287	Allen2007-287	Luobenzhuo	eye	mi³³	429
288	Allen2007-288	Zhoucheng	eye	we³³	429
271	Allen2007-271	Jianchuan	face	tɕi³³wẽ³³	1201
272	Allen2007-272	Eryuan	face	tɕy³³ŋue³³	1201
273	Allen2007-273	Heqing	face	tsõu³³wẽ³³	1201
274	Allen2007-274	Lanping	face	tɕỹ³³wẽ³³	1201
275	Allen2007-275	Qiliqiao	face	tɕy³³we³³	1201
276	Allen2007-276	Yunlong	face	ʥy³³ŋue³³	1201
277	Allen2007-277	Xiangyun	face	jĩ³³wẽ³³	1202
278	Allen2007-278	Luobenzhuo	face	tɕy³³mi³³	1201
279	Allen2007-279	Zhoucheng	face	tɕy³³we³³	1201
541	Allen2007-541	Jianchuan	faeces	sɿ³³	1252
542	Allen2007-542	Eryuan	faeces	sɿ³³	1252
543	Allen2007-543	Heqing	faeces	sɿ³³	1252
544	Allen2007-544	Lanping	faeces	sɛ³³	1252
545	Allen2007-545	Qiliqiao	faeces	sɿ³³	1252
546	Allen2007-546	Yunlong	faeces	sɿ³³	1252
547	Allen2007-547	Xiangyun	faeces	sɿ³³	1252
548	Allen2007-548	Luobenzhuo	faeces	ʂʅ³³	1252
549	Allen2007-549	Zhoucheng	faeces	sɿ³³	1252
1855	Allen2007-1855	Jianchuan	fall down	tuɛ⁴⁴fɛ̃³³	430
1856	Allen2007-1856	Eryuan	fall down	to⁴⁴pa⁴⁴	431
1857	Allen2007-1857	Heqing	fall down	tou⁴⁴	442
1858	Allen2007-1858	Lanping	fall down	tuɛ⁴⁴fɛ̃³³	430
1859	Allen2007-1859	Qiliqiao	fall down	to⁴⁴xɯ⁵⁵	432
1860	Allen2007-1860	Yunlong	fall down	to⁴⁴fɛ⁴⁴	430
1861	Allen2007-1861	Xiangyun	fall down	kũã³³tsʰɛ̃³³	472
1862	Allen2007-1862	Luobenzhuo	fall down	tu⁵⁵xa⁴⁴	432
1863	Allen2007-1863	Zhoucheng	fall down	to⁴⁴	442
676	Allen2007-676	Jianchuan	family	xa³¹tɤ⁵⁵	1281
677	Allen2007-677	Eryuan	family	xa³¹tɤ⁵⁵	1281
678	Allen2007-678	Heqing	family	xʰɔu³¹tũɔ̃³⁵	1281
679	Allen2007-679	Lanping	family	xã⁴⁴to⁵⁵	1281
680	Allen2007-680	Qiliqiao	family	xɔ³¹tɤ³⁵	1281
681	Allen2007-681	Yunlong	family	xa³¹tɤ⁵⁵	1281
682	Allen2007-682	Xiangyun	family	xɛ̃³¹tɛ³⁵	1281
683	Allen2007-683	Luobenzhuo	family	xã³³tɤ⁵⁵	1281
684	Allen2007-684	Zhoucheng	family	xɔ³¹tɤ³⁵	1281
2962	Allen2007-2962	Jianchuan	far	tũẽ³³	497
2963	Allen2007-2963	Eryuan	far	tue³³	497
2964	Allen2007-2964	Heqing	far	tuẽ³³	497
2965	Allen2007-2965	Lanping	far	tũẽ⁴⁴	497
2966	Allen2007-2966	Qiliqiao	far	tue³³	497
2967	Allen2007-2967	Yunlong	far	tue³³	497
2968	Allen2007-2968	Xiangyun	far	tũẽ³³	497
2969	Allen2007-2969	Luobenzhuo	far	dy³³	497
2970	Allen2007-2970	Zhoucheng	far	tue³³	497
3142	Allen2007-3142	Jianchuan	fat (pig)	fɛ⁴⁴	363
3143	Allen2007-3143	Eryuan	fat (pig)	fɛ⁴⁴	363
3144	Allen2007-3144	Heqing	fat (pig)	fɤ²¹	363
3145	Allen2007-3145	Lanping	fat (pig)	fe⁴⁴	363
3146	Allen2007-3146	Qiliqiao	fat (pig)	ko²¹	559
3147	Allen2007-3147	Yunlong	fat (pig)	fɛ⁴⁴	363
3148	Allen2007-3148	Xiangyun	fat (pig)	kã²¹	559
3149	Allen2007-3149	Luobenzhuo	fat (pig)	wæ̃³¹	365
3150	Allen2007-3150	Zhoucheng	fat (pig)	ko⁴²	559
631	Allen2007-631	Jianchuan	father	a³¹ti³³	498
632	Allen2007-632	Eryuan	father	a⁵⁵ji²¹	499
633	Allen2007-633	Heqing	father	ti³³	516
634	Allen2007-634	Lanping	father	a⁴⁴ti⁴⁴	498
635	Allen2007-635	Qiliqiao	father	a³¹ti³³	498
